"日時","注文 ID","取引ID","ペア","売・買","注文数量","手数料","価格","ステータス","自己・媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381152F","FX_BTC_JPY","買い","0.2","0","1,534,751","取引済","媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381144F","FX_BTC_JPY","買い","0.7275922","0","1,534,731","取引済","媒介"
"2017/12/06 20:45:44","JFX20171206-114544-317695F","JEX20171206-114544-381131F","FX_BTC_JPY","買い","0.6887","0","1,534,730","取引済","媒介"
"2017/12/06 19:11:43","JFX20171206-073424-715176F","JEX20171206-101143-892642F","FX_BTC_JPY","売り","2.42445809","0","1,515,000","取引済","媒介"
"2017/12/06 19:11:43","JFX20171206-073424-715176F","JEX20171206-101143-892564F","FX_BTC_JPY","売り","1.57554191","0","1,515,000","取引済","媒介"
"2017/12/06 18:23:03","JFX20171206-073322-707322F","JEX20171206-092303-630969F","FX_BTC_JPY","売り","1.45936361","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:03","JFX20171206-073322-707322F","JEX20171206-092303-630942F","FX_BTC_JPY","売り","0.22","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:03","JFX20171206-073322-707322F","JEX20171206-092303-630930F","FX_BTC_JPY","売り","1","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:02","JFX20171206-073322-707322F","JEX20171206-092302-630915F","FX_BTC_JPY","売り","0.9","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:02","JFX20171206-073322-707322F","JEX20171206-092302-630854F","FX_BTC_JPY","売り","0.2","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:02","JFX20171206-073322-707322F","JEX20171206-092302-630847F","FX_BTC_JPY","売り","0.15","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:02","JFX20171206-073322-707322F","JEX20171206-092302-630835F","FX_BTC_JPY","売り","0.0444","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:01","JFX20171206-073322-707322F","JEX20171206-092301-630793F","FX_BTC_JPY","売り","2","0","1,505,000","取引済","媒介"
"2017/12/06 18:23:01","JFX20171206-073322-707322F","JEX20171206-092301-630782F","FX_BTC_JPY","売り","0.02623639","0","1,505,000","取引済","媒介"
"2017/12/06 16:31:54","JFX20171206-073129-689813F","JEX20171206-073154-068585F","FX_BTC_JPY","買い","4.01848712","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:54","JFX20171206-073129-689813F","JEX20171206-073154-068576F","FX_BTC_JPY","買い","0.55","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:54","JFX20171206-073129-689813F","JEX20171206-073154-068562F","FX_BTC_JPY","買い","0.08","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:53","JFX20171206-073129-689813F","JEX20171206-073153-068528F","FX_BTC_JPY","買い","2","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:53","JFX20171206-073129-689813F","JEX20171206-073153-068517F","FX_BTC_JPY","買い","0.76797","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:48","JFX20171206-073129-689813F","JEX20171206-073148-068091F","FX_BTC_JPY","買い","0.75","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:48","JFX20171206-073129-689813F","JEX20171206-073148-068080F","FX_BTC_JPY","買い","0.01205","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:48","JFX20171206-073129-689813F","JEX20171206-073148-068071F","FX_BTC_JPY","買い","0.0891651","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:47","JFX20171206-073129-689813F","JEX20171206-073147-068021F","FX_BTC_JPY","買い","0.03","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:47","JFX20171206-073129-689813F","JEX20171206-073147-067955F","FX_BTC_JPY","買い","0.005","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:46","JFX20171206-073129-689813F","JEX20171206-073146-067941F","FX_BTC_JPY","買い","1.373","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:44","JFX20171206-073129-689813F","JEX20171206-073144-067746F","FX_BTC_JPY","買い","0.00102","0","1,493,500","取引済","媒介"
"2017/12/06 16:31:44","JFX20171206-073129-689813F","JEX20171206-073144-067731F","FX_BTC_JPY","買い","0.32330778","0","1,493,500","取引済","媒介"
"2017/12/06 14:59:59","JFX20171206-044313-972752F","JEX20171206-055959-573106F","FX_BTC_JPY","売り","2.95947689","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:59","JFX20171206-044313-972752F","JEX20171206-055959-573080F","FX_BTC_JPY","売り","0.023","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:58","JFX20171206-044313-972752F","JEX20171206-055958-572993F","FX_BTC_JPY","売り","0.261","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:57","JFX20171206-044313-972752F","JEX20171206-055957-572871F","FX_BTC_JPY","売り","0.1","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:57","JFX20171206-044313-972752F","JEX20171206-055957-572860F","FX_BTC_JPY","売り","0.1","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:57","JFX20171206-044313-972752F","JEX20171206-055957-572857F","FX_BTC_JPY","売り","0.1","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:57","JFX20171206-044313-972752F","JEX20171206-055957-572846F","FX_BTC_JPY","売り","0.5","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:56","JFX20171206-044313-972752F","JEX20171206-055956-572801F","FX_BTC_JPY","売り","0.001","0","1,486,000","取引済","媒介"
"2017/12/06 14:59:54","JFX20171206-044313-972752F","JEX20171206-055954-572797F","FX_BTC_JPY","売り","5.95552311","0","1,486,000","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239440F","FX_BTC_JPY","買い","0.707","0","1,474,728","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239436F","FX_BTC_JPY","買い","1","0","1,474,700","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239426F","FX_BTC_JPY","買い","4.04","0","1,474,693","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239414F","FX_BTC_JPY","買い","0.25","0","1,474,692","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239408F","FX_BTC_JPY","買い","0.007","0","1,474,692","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239398F","FX_BTC_JPY","買い","0.378","0","1,474,615","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239384F","FX_BTC_JPY","買い","0.013","0","1,474,600","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239373F","FX_BTC_JPY","買い","1","0","1,474,547","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239369F","FX_BTC_JPY","買い","0.3","0","1,474,546","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239358F","FX_BTC_JPY","買い","0.3","0","1,474,546","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239342F","FX_BTC_JPY","買い","0.002","0","1,474,500","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239332F","FX_BTC_JPY","買い","0.1","0","1,474,469","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239325F","FX_BTC_JPY","買い","0.035","0","1,474,339","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239319F","FX_BTC_JPY","買い","0.061","0","1,474,307","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239304F","FX_BTC_JPY","買い","0.4","0","1,474,161","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239294F","FX_BTC_JPY","買い","0.002","0","1,474,000","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239282F","FX_BTC_JPY","買い","1","0","1,473,837","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239275F","FX_BTC_JPY","買い","0.005","0","1,473,837","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239263F","FX_BTC_JPY","買い","0.2","0","1,473,836","取引済","媒介"
"2017/12/06 13:42:42","JFX20171206-044242-967264F","JEX20171206-044242-239257F","FX_BTC_JPY","買い","0.2","0","1,473,836","取引済","媒介"
"2017/12/06 04:33:15","JFX20171205-165848-693810F","JEX20171205-193315-294766F","FX_BTC_JPY","売り","0.482204","0","1,425,000","取引済","媒介"
"2017/12/06 04:33:14","JFX20171205-165848-693810F","JEX20171205-193314-294741F","FX_BTC_JPY","売り","0.001109","0","1,425,000","取引済","媒介"
"2017/12/06 04:33:14","JFX20171205-165848-693810F","JEX20171205-193314-294730F","FX_BTC_JPY","売り","1","0","1,425,000","取引済","媒介"
"2017/12/06 04:33:14","JFX20171205-165848-693810F","JEX20171205-193314-294723F","FX_BTC_JPY","売り","0.18","0","1,425,000","取引済","媒介"
"2017/12/06 04:33:14","JFX20171205-165848-693810F","JEX20171205-193314-294700F","FX_BTC_JPY","売り","0.2","0","1,425,000","取引済","媒介"
"2017/12/06 04:33:14","JFX20171205-165848-693810F","JEX20171205-193314-294699F","FX_BTC_JPY","売り","0.01","0","1,425,000","取引済","媒介"
"2017/12/06 04:33:14","JFX20171205-165848-693810F","JEX20171205-193314-294683F","FX_BTC_JPY","売り","3.749887","0","1,425,000","取引済","媒介"
"2017/12/06 01:57:03","JFX20171205-165658-673876F","JEX20171205-165703-811398F","FX_BTC_JPY","買い","0.01","0","1,407,649","取引済","媒介"
"2017/12/06 01:57:02","JFX20171205-165658-673876F","JEX20171205-165702-811306F","FX_BTC_JPY","買い","0.816","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:59","JFX20171205-165658-673876F","JEX20171205-165659-811245F","FX_BTC_JPY","買い","0.15","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:59","JFX20171205-165658-673876F","JEX20171205-165659-811234F","FX_BTC_JPY","買い","2","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:59","JFX20171205-165658-673876F","JEX20171205-165659-811197F","FX_BTC_JPY","買い","0.04","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:59","JFX20171205-165658-673876F","JEX20171205-165659-811177F","FX_BTC_JPY","買い","0.001","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:58","JFX20171205-165658-673876F","JEX20171205-165658-811142F","FX_BTC_JPY","買い","0.005","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:58","JFX20171205-165658-673876F","JEX20171205-165658-811134F","FX_BTC_JPY","買い","0.025","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:58","JFX20171205-165658-673876F","JEX20171205-165658-811125F","FX_BTC_JPY","買い","0.025","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:58","JFX20171205-165658-673876F","JEX20171205-165658-811112F","FX_BTC_JPY","買い","0.3","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:58","JFX20171205-165658-673876F","JEX20171205-165658-811094F","FX_BTC_JPY","買い","0.02","0","1,407,649","取引済","媒介"
"2017/12/06 01:56:58","JFX20171205-165658-673876F","JEX20171205-165658-811080F","FX_BTC_JPY","買い","0.2312","0","1,407,645","取引済","媒介"
"2017/12/06 01:56:58","JFX20171205-165658-673876F","JEX20171205-165658-811071F","FX_BTC_JPY","買い","2","0","1,407,645","取引済","媒介"
"2017/12/05 22:33:50","JFX20171205-094144-093187F","JEX20171205-133350-757302F","FX_BTC_JPY","売り","8","0","1,444,500","取引済","媒介"
"2017/12/05 18:13:42","JFX20171205-091332-822844F","JEX20171205-091342-444011F","FX_BTC_JPY","買い","1.14746027","0","1,431,500","取引済","媒介"
"2017/12/05 18:13:42","JFX20171205-091332-822844F","JEX20171205-091342-444004F","FX_BTC_JPY","買い","1.48060361","0","1,431,500","取引済","媒介"
"2017/12/05 18:13:39","JFX20171205-091332-822844F","JEX20171205-091339-443913F","FX_BTC_JPY","買い","3.03493148","0","1,431,500","取引済","媒介"
"2017/12/05 18:13:36","JFX20171205-091332-822844F","JEX20171205-091336-443793F","FX_BTC_JPY","買い","1.76950262","0","1,431,500","取引済","媒介"
"2017/12/05 18:13:34","JFX20171205-091332-822844F","JEX20171205-091334-443578F","FX_BTC_JPY","買い","0.56750202","0","1,431,500","取引済","媒介"
"2017/12/05 15:49:51","JFX20171205-064105-191704F","JEX20171205-064951-758056F","FX_BTC_JPY","売り","7.05945007","0","1,418,000","取引済","媒介"
"2017/12/05 15:49:49","JFX20171205-064105-191704F","JEX20171205-064949-757915F","FX_BTC_JPY","売り","0.94054993","0","1,418,000","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715521F","FX_BTC_JPY","買い","0.636982","0","1,412,968","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715510F","FX_BTC_JPY","買い","0.2","0","1,412,921","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715506F","FX_BTC_JPY","買い","0.05","0","1,412,856","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715499F","FX_BTC_JPY","買い","0.2","0","1,412,856","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715487F","FX_BTC_JPY","買い","0.05","0","1,412,856","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715472F","FX_BTC_JPY","買い","0.2","0","1,412,836","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715463F","FX_BTC_JPY","買い","0.1","0","1,412,720","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715455F","FX_BTC_JPY","買い","0.2","0","1,412,713","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715443F","FX_BTC_JPY","買い","0.2","0","1,412,700","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715438F","FX_BTC_JPY","買い","0.05","0","1,412,656","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715428F","FX_BTC_JPY","買い","0.05","0","1,412,634","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715415F","FX_BTC_JPY","買い","0.2","0","1,412,597","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715401F","FX_BTC_JPY","買い","0.2","0","1,412,597","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715390F","FX_BTC_JPY","買い","0.2","0","1,412,597","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715388F","FX_BTC_JPY","買い","0.06","0","1,412,584","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715379F","FX_BTC_JPY","買い","0.05","0","1,412,539","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715365F","FX_BTC_JPY","買い","0.002961","0","1,412,500","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715356F","FX_BTC_JPY","買い","0.04","0","1,412,500","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715347F","FX_BTC_JPY","買い","0.002","0","1,412,500","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715330F","FX_BTC_JPY","買い","0.02","0","1,412,471","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715321F","FX_BTC_JPY","買い","0.002","0","1,412,454","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715314F","FX_BTC_JPY","買い","0.05","0","1,412,453","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715309F","FX_BTC_JPY","買い","0.1","0","1,412,431","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715292F","FX_BTC_JPY","買い","0.5","0","1,412,401","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715286F","FX_BTC_JPY","買い","0.05","0","1,412,400","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715271F","FX_BTC_JPY","買い","0.05","0","1,412,395","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715268F","FX_BTC_JPY","買い","0.044","0","1,412,369","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715259F","FX_BTC_JPY","買い","0.07","0","1,412,345","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715241F","FX_BTC_JPY","買い","0.2","0","1,412,325","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715239F","FX_BTC_JPY","買い","0.05","0","1,412,287","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715221F","FX_BTC_JPY","買い","0.03","0","1,412,224","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715217F","FX_BTC_JPY","買い","0.05","0","1,412,201","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715200F","FX_BTC_JPY","買い","0.02","0","1,412,189","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715191F","FX_BTC_JPY","買い","0.2","0","1,412,181","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715188F","FX_BTC_JPY","買い","0.4","0","1,412,180","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715174F","FX_BTC_JPY","買い","0.4","0","1,412,179","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715161F","FX_BTC_JPY","買い","0.05","0","1,412,158","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715151F","FX_BTC_JPY","買い","0.2","0","1,412,158","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715145F","FX_BTC_JPY","買い","0.02","0","1,412,156","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715136F","FX_BTC_JPY","買い","0.11","0","1,412,097","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715126F","FX_BTC_JPY","買い","0.242857","0","1,412,095","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715119F","FX_BTC_JPY","買い","0.05","0","1,412,092","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715102F","FX_BTC_JPY","買い","0.05","0","1,412,092","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715090F","FX_BTC_JPY","買い","0.02","0","1,412,091","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715083F","FX_BTC_JPY","買い","1.3023","0","1,412,087","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715074F","FX_BTC_JPY","買い","0.3","0","1,412,086","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715064F","FX_BTC_JPY","買い","0.212","0","1,412,086","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715053F","FX_BTC_JPY","買い","0.05","0","1,411,942","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715040F","FX_BTC_JPY","買い","0.045","0","1,411,942","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715031F","FX_BTC_JPY","買い","0.03","0","1,411,919","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715021F","FX_BTC_JPY","買い","0.05","0","1,411,915","取引済","媒介"
"2017/12/05 15:40:15","JFX20171205-064015-183395F","JEX20171205-064015-715017F","FX_BTC_JPY","買い","0.3399","0","1,411,914","取引済","媒介"
"2017/12/05 09:01:47","JFX20171204-081713-418174F","JEX20171205-000147-728210F","FX_BTC_JPY","売り","1","0","1,425,000","取引済","媒介"
"2017/12/04 16:55:19","JFX20171203-235006-790407F","JEX20171204-075519-292003F","FX_BTC_JPY","売り","3","0","1,410,000","取引済","媒介"
"2017/12/04 11:13:23","JFX20171204-021214-150840F","JEX20171204-021323-069643F","FX_BTC_JPY","買い","1","0","1,390,001","取引済","媒介"
"2017/12/04 09:06:03","JFX20171203-234938-784233F","JEX20171204-000603-557962F","FX_BTC_JPY","売り","0.69361747","0","1,395,000","取引済","媒介"
"2017/12/04 09:06:03","JFX20171203-234938-784233F","JEX20171204-000603-557954F","FX_BTC_JPY","売り","2","0","1,395,000","取引済","媒介"
"2017/12/04 09:06:02","JFX20171203-234938-784233F","JEX20171204-000602-557836F","FX_BTC_JPY","売り","1","0","1,395,000","取引済","媒介"
"2017/12/04 09:06:02","JFX20171203-234938-784233F","JEX20171204-000602-557821F","FX_BTC_JPY","売り","0.005","0","1,395,000","取引済","媒介"
"2017/12/04 09:06:02","JFX20171203-234938-784233F","JEX20171204-000602-557813F","FX_BTC_JPY","売り","0.47","0","1,395,000","取引済","媒介"
"2017/12/04 09:06:01","JFX20171203-234938-784233F","JEX20171204-000601-557806F","FX_BTC_JPY","売り","0.83138253","0","1,395,000","取引済","媒介"
"2017/12/04 08:32:39","JFX20171203-233232-602486F","JEX20171203-233239-423062F","FX_BTC_JPY","買い","1.89063209","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:39","JFX20171203-233232-602486F","JEX20171203-233239-423056F","FX_BTC_JPY","買い","0.49832067","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:38","JFX20171203-233232-602486F","JEX20171203-233238-423007F","FX_BTC_JPY","買い","0.12","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:37","JFX20171203-233232-602486F","JEX20171203-233237-422959F","FX_BTC_JPY","買い","0.046","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:36","JFX20171203-233232-602486F","JEX20171203-233236-422850F","FX_BTC_JPY","買い","0.01","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:36","JFX20171203-233232-602486F","JEX20171203-233236-422835F","FX_BTC_JPY","買い","0.1","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:36","JFX20171203-233232-602486F","JEX20171203-233236-422808F","FX_BTC_JPY","買い","5.25804724","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:35","JFX20171203-233232-602486F","JEX20171203-233235-422795F","FX_BTC_JPY","買い","0.07","0","1,368,500","取引済","媒介"
"2017/12/04 08:32:35","JFX20171203-233232-602486F","JEX20171203-233235-422786F","FX_BTC_JPY","買い","0.007","0","1,368,500","取引済","媒介"
"2017/12/01 22:57:25","JFX20171201-135215-992253F","JEX20171201-135725-252686F","FX_BTC_JPY","売り","1","0","1,296,000","取引済","媒介"
"2017/12/01 21:06:16","JFX20171201-012602-254403F","JEX20171201-120616-657810F","FX_BTC_JPY","売り","4","0","1,240,000","取引済","媒介"
"2017/12/01 10:24:17","JFX20171201-011457-186006F","JEX20171201-012417-645585F","FX_BTC_JPY","買い","1.98191599","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:17","JFX20171201-011457-186006F","JEX20171201-012417-645573F","FX_BTC_JPY","買い","0.3882","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:16","JFX20171201-011457-186006F","JEX20171201-012416-645550F","FX_BTC_JPY","買い","0.5","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:16","JFX20171201-011457-186006F","JEX20171201-012416-645544F","FX_BTC_JPY","買い","0.5","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:15","JFX20171201-011457-186006F","JEX20171201-012415-645535F","FX_BTC_JPY","買い","0.01","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:15","JFX20171201-011457-186006F","JEX20171201-012415-645525F","FX_BTC_JPY","買い","0.5","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:14","JFX20171201-011457-186006F","JEX20171201-012414-645439F","FX_BTC_JPY","買い","0.5","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:14","JFX20171201-011457-186006F","JEX20171201-012414-645425F","FX_BTC_JPY","買い","0.48","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:14","JFX20171201-011457-186006F","JEX20171201-012414-645407F","FX_BTC_JPY","買い","0.035","0","1,205,000","取引済","媒介"
"2017/12/01 10:24:14","JFX20171201-011457-186006F","JEX20171201-012414-645390F","FX_BTC_JPY","買い","0.10488401","0","1,205,000","取引済","媒介"
"2017/11/30 10:23:55","JFX20171130-012116-905994F","JEX20171130-012355-740355F","FX_BTC_JPY","売り","1","0","1,295,000","取引済","媒介"
"2017/11/30 02:51:10","JFX20171129-081242-774111F","JEX20171129-175110-377170F","FX_BTC_JPY","買い","1","0","1,239,000","取引済","媒介"
"2017/11/29 20:18:16","JFX20171129-084642-303111F","JEX20171129-111816-719240F","FX_BTC_JPY","売り","4.27932545","0","1,315,000","取引済","媒介"
"2017/11/29 20:18:15","JFX20171129-084642-303111F","JEX20171129-111815-719191F","FX_BTC_JPY","売り","0.1","0","1,315,000","取引済","媒介"
"2017/11/29 20:18:15","JFX20171129-084642-303111F","JEX20171129-111815-719181F","FX_BTC_JPY","売り","0.001","0","1,315,000","取引済","媒介"
"2017/11/29 20:18:15","JFX20171129-084642-303111F","JEX20171129-111815-719142F","FX_BTC_JPY","売り","0.17687932","0","1,315,000","取引済","媒介"
"2017/11/29 13:42:11","JFX20171129-044121-675250F","JEX20171129-044211-094694F","FX_BTC_JPY","買い","0.1","0","1,262,500","取引済","媒介"
"2017/11/29 13:42:11","JFX20171129-044121-675250F","JEX20171129-044211-094687F","FX_BTC_JPY","買い","2","0","1,262,500","取引済","媒介"
"2017/11/29 13:42:11","JFX20171129-044121-675250F","JEX20171129-044211-094672F","FX_BTC_JPY","買い","0.4","0","1,262,500","取引済","媒介"
"2017/11/29 13:42:11","JFX20171129-044121-675250F","JEX20171129-044211-094663F","FX_BTC_JPY","買い","2.05720477","0","1,262,500","取引済","媒介"
"2017/11/29 04:39:06","JFX20171128-070550-697938F","JEX20171128-193906-922562F","FX_BTC_JPY","売り","2","0","1,195,000","取引済","媒介"
"2017/11/28 13:56:04","JFX20171127-130400-765371F","JEX20171128-045604-014107F","FX_BTC_JPY","売り","3","0","1,145,500","取引済","媒介"
"2017/11/27 22:03:05","JFX20171127-130254-756919F","JEX20171127-130305-037489F","FX_BTC_JPY","買い","5","0","1,124,500","取引済","媒介"
"2017/11/27 21:55:54","JFX20171127-125554-684966F","JEX20171127-125554-008293F","FX_BTC_JPY","買い","1.32629929","0","1,123,300","取引済","媒介"
