Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT3pfNb2P4dSWbd4W5G84uyi,Interest,NEXO,0.16900559,NEXO,0.16900559,$0.15,-,-,"approved / 0.00000224 BTC",2026-03-29 05:00:00
NXT2xp4mv1yMQ5P493AzVyumA,Interest,NEXO,1.28610286,NEXO,1.28610286,$1.13,-,-,"approved / 1.131690 USDT",2026-03-29 05:00:00
NXT1ECHf81rAMEEPJO9sB3DZq,Interest,NEXO,2.11543928,NEXO,2.11543928,$1.84,-,-,"approved / 1.843914 USDC",2026-03-28 06:00:00
NXT2vGlQzTnOGruXPcnuIn4EO,Interest,NEXO,0.52283394,NEXO,0.52283394,$0.46,-,-,"approved / NEXO Interest Earned",2026-03-28 06:00:00
NXT4XtFSPP8XmA4U99r6Jh6ey,Interest,NEXO,0.17059278,NEXO,0.17059278,$0.15,-,-,"approved / 0.00000224 BTC",2026-03-28 06:00:00
NXT6fNJYFGJUvgTDknCplEXTO,Interest,NEXO,1.29768553,NEXO,1.29768553,$1.13,-,-,"approved / 1.131690 USDT",2026-03-28 06:00:00
NXT7Btxq04zNZJkzyGNFUojGd,Dual Investment Lock,USDT,-661.00000000,USDT,661.00000000,$660.66,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-03-27 13:03:40
NXTxxEDlUDjDdgbMoiOLBJ6g,Interest,NEXO,2.05643997,NEXO,2.05643997,$1.84,-,-,"approved / 1.843914 USDC",2026-03-27 06:00:00
NXTNjcIaNZiiOZA6GY2xh3DS,Interest,NEXO,0.52249265,NEXO,0.52249265,$0.47,-,-,"approved / NEXO Interest Earned",2026-03-27 06:00:00
NXT2cftmpkb8QVW48Q3u3heHz,Interest,NEXO,0.17184627,NEXO,0.17184627,$0.15,-,-,"approved / 0.00000224 BTC",2026-03-27 06:00:00
NXT5dTgkhCTsX9PDs6nofWOGC,Interest,NEXO,1.46336332,NEXO,1.46336332,$1.31,-,-,"approved / 1.312786 USDT",2026-03-27 06:00:00
NXT4ivxxaMm5ZpC4hKdPAitct,Interest,NEXO,2.00677427,NEXO,2.00677427,$1.84,-,-,"approved / 1.843914 USDC",2026-03-26 06:00:00
NXT4TRs0XmQXxxkdc7fNlYIDc,Interest,NEXO,0.52215808,NEXO,0.52215808,$0.48,-,-,"approved / NEXO Interest Earned",2026-03-26 06:00:00
NXTA8kYYrUUua84cuqEYpVIc,Interest,NEXO,0.17378065,NEXO,0.17378065,$0.16,-,-,"approved / 0.00000224 BTC",2026-03-26 06:00:00
NXT6LYBuPg4QuFj34vFH9R8tj,Interest,NEXO,1.42844845,NEXO,1.42844845,$1.31,-,-,"approved / 1.312786 USDT",2026-03-26 06:00:00
NXT3otwzhTvUrMIz5Sw6OiDsl,Interest,NEXO,2.04249879,NEXO,2.04249879,$1.84,-,-,"approved / 1.843914 USDC",2026-03-25 06:00:00
NXT2bNojk2G3GXYeAQj2OfzbQ,Interest,NEXO,0.52181852,NEXO,0.52181852,$0.47,-,-,"approved / NEXO Interest Earned",2026-03-25 06:00:00
NXT7DpmJXZDXyRrTH7uCKXmhE,Interest,NEXO,0.17501778,NEXO,0.17501778,$0.16,-,-,"approved / 0.00000224 BTC",2026-03-25 06:00:00
NXT3DSV3sofF22DPnnR6kvKKZ,Interest,NEXO,1.45358811,NEXO,1.45358811,$1.31,-,-,"approved / 1.312786 USDT",2026-03-25 06:00:00
NXT3Xv17UE3tspTWmJOENF4rS,Interest,NEXO,2.03133596,NEXO,2.03133596,$1.84,-,-,"approved / 1.843914 USDC",2026-03-24 06:00:00
NXT6CKCiD9ZTpIyzdIXxNkcbN,Interest,NEXO,0.52148051,NEXO,0.52148051,$0.47,-,-,"approved / NEXO Interest Earned",2026-03-24 06:00:00
NXT1dhxyH5L34N1TXW9ZT1si,Interest,NEXO,0.17492773,NEXO,0.17492773,$0.16,-,-,"approved / 0.00000224 BTC",2026-03-24 06:00:00
NXT7FOlvmoB5myPI0B6OyClMc,Interest,NEXO,1.44586073,NEXO,1.44586073,$1.31,-,-,"approved / 1.312786 USDT",2026-03-24 06:00:00
NXT1S97QvzGqojvhCZG2mGzeS,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$707.39,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-23 22:46:04
NXT7Fo5IJSjFohkLGnAtm0iVG,Locking Term Deposit,USDC,-1000.00000000,USDC,1000.00000000,$999.95,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-23 22:44:17
NXTL3JOxiZPFhrR7zHpumbJ5,Locking Term Deposit,USDT,-1000.00000000,USDT,1000.00000000,$999.70,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-23 22:43:25
NXT4N52icRgQqmckzBM9H41lX,Interest,NEXO,2.37090986,NEXO,2.37090986,$2.09,-,-,"approved / 2.090489 USDC",2026-03-23 06:00:00
NXT6dkut4F2oryGMcMjsPhVkS,Interest,NEXO,0.52107808,NEXO,0.52107808,$0.46,-,-,"approved / NEXO Interest Earned",2026-03-23 06:00:00
NXT2DU7GjgJg8cfk9MXV0HBiS,Interest,NEXO,0.27785572,NEXO,0.27785572,$0.24,-,-,"approved / 0.00000361 BTC",2026-03-23 06:00:00
NXT4zXmqCVDIxrMed2EupETKg,Interest,NEXO,1.79933897,NEXO,1.79933897,$1.59,-,-,"approved / 1.586759 USDT",2026-03-23 06:00:00
NXTloaLflHEdgRTEELG1iyDE,Interest,NEXO,2.35041765,NEXO,2.35041765,$2.09,-,-,"approved / 2.090489 USDC",2026-03-22 06:00:00
NXT3pEoM52XpUGq2wAoJ5mIgY,Interest,NEXO,0.52067845,NEXO,0.52067845,$0.46,-,-,"approved / NEXO Interest Earned",2026-03-22 06:00:00
NXT4jnwL9CIYVVEvFTiRTXyiN,Interest,NEXO,0.27954857,NEXO,0.27954857,$0.25,-,-,"approved / 0.00000361 BTC",2026-03-22 06:00:00
NXT1qCCfIs8P8bwinGKLvf9uL,Interest,NEXO,1.78378728,NEXO,1.78378728,$1.59,-,-,"approved / 1.586759 USDT",2026-03-22 06:00:00
NXT2h2Nc60ggScPaglHF55MfM,Interest,NEXO,2.29970558,NEXO,2.29970558,$2.09,-,-,"approved / 2.090489 USDC",2026-03-21 06:00:00
NXT4BBgMGTWz2FGPfFx7UqYzy,Interest,NEXO,0.52028606,NEXO,0.52028606,$0.47,-,-,"approved / NEXO Interest Earned",2026-03-21 06:00:00
NXT4R5Rwk2a7XO96KaMR623Kc,Interest,NEXO,0.27996630,NEXO,0.27996630,$0.25,-,-,"approved / 0.00000361 BTC",2026-03-21 06:00:00
NXT3RTFTxKp7rUmZEBnsyZ3t5,Interest,NEXO,1.74525704,NEXO,1.74525704,$1.59,-,-,"approved / 1.586759 USDT",2026-03-21 06:00:00
NXT3vBNdF7rWYtBCLgnYBDrqf,Dual Investment Interest,BTC,0.00006900,BTC,0.00006900,$4.89,-,-,"approved / BTC Interest Earned",2026-03-20 08:03:08
NXT1c1Rvsu9eBLXaEtZbSqysr,Dual Investment Exchange,USDC,735.87000000,BTC,0.01000000,$735.82,-,-,"approved / Exchange USDC to BTC",2026-03-20 08:03:08
NXT1qgccLuPUdWginKgJbRr7q,Dual Investment Unlock,USDC,735.87000000,USDC,735.87000000,$735.82,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-03-20 08:03:08
NXTgDjtrgDPDkVJnQ27bOSPk,Interest,NEXO,2.32473204,NEXO,2.32473204,$2.09,-,-,"approved / 2.090489 USDC",2026-03-20 06:00:00
NXT2vvpRxYNHd3OmIRQUr0oYO,Interest,NEXO,0.51989873,NEXO,0.51989873,$0.47,-,-,"approved / NEXO Interest Earned",2026-03-20 06:00:00
NXT4kwxqZBlXPrjRvw6ZUFukJ,Interest,NEXO,0.17337656,NEXO,0.17337656,$0.16,-,-,"approved / 0.00000223 BTC",2026-03-20 06:00:00
NXT24zh8cCxK5LUjEHlLvKLrf,Interest,NEXO,1.76464497,NEXO,1.76464497,$1.59,-,-,"approved / 1.586759 USDT",2026-03-20 06:00:00
NXT6ctwOJd3eeET2HwjnXzY8t,Interest,NEXO,2.29853310,NEXO,2.29853310,$2.09,-,-,"approved / 2.090489 USDC",2026-03-19 06:00:00
NXT2OmaaZUxrCXt4D1OvcLgnB,Interest,NEXO,0.51921430,NEXO,0.51921430,$0.47,-,-,"approved / NEXO Interest Earned",2026-03-19 06:00:00
NXT3bXmQsbKK6I4Ai3WNzzLoB,Interest,NEXO,0.17470021,NEXO,0.17470021,$0.16,-,-,"approved / 0.00000223 BTC",2026-03-19 06:00:00
NXT3OikVcjS3tjCYyRTL39qLF,Fixed Term Interest,NEXO,3.71408308,NEXO,3.71408308,$3.35,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-03-19 06:00:00
NXT6X3S5Hgb2YoCu6oSpFpGq1,Interest,NEXO,1.74467209,NEXO,1.74467209,$1.59,-,-,"approved / 1.586759 USDT",2026-03-19 06:00:00
NXT1CyDp74JPNBxPiTlYO0rfj,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$707.64,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-19 05:26:01
NXT2uTtwWKKr6RNtAKHO8udAu,Unlocking Term Deposit,BTC,0.01000000,BTC,0.01000000,$707.64,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-03-19 05:26:01
NXT7ejDqyrnk1mccJQegD7qZK,Dual Investment Lock,USDC,-735.87000000,USDC,735.87000000,$735.74,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-03-18 09:07:33
NXT7UCuIXrkp6Qt0VTvCIo5cI,Dual Investment Interest,USDC,3.27443600,USDC,3.27443600,$3.27,-,-,"approved / USDC Interest Earned",2026-03-18 08:03:03
NXT20lAn9vM3Wu91LuZRZjFZW,Dual Investment Unlock,USDC,735.82000000,USDC,735.82000000,$735.70,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-03-18 08:03:03
NXT6b0V0JtIcIcRpWhJoxDC9d,Interest,NEXO,2.26812503,NEXO,2.26812503,$2.09,-,-,"approved / 2.089694 USDC",2026-03-18 06:00:00
NXT37VSlxGjqRa6J2T60WiBIM,Interest,NEXO,0.51883459,NEXO,0.51883459,$0.48,-,-,"approved / NEXO Interest Earned",2026-03-18 06:00:00
NXT2bQ0AjuxWT0ar6hoezlvY0,Interest,NEXO,0.17896904,NEXO,0.17896904,$0.16,-,-,"approved / 0.00000223 BTC",2026-03-18 06:00:00
NXT26xH64azNJqjyG9xtN55aX,Interest,NEXO,1.72268403,NEXO,1.72268403,$1.59,-,-,"approved / 1.586759 USDT",2026-03-18 06:00:00
NXTyR9gpUlV1LvN08XyGgJ4P,Interest,NEXO,2.24926013,NEXO,2.24926013,$2.09,-,-,"approved / 2.089694 USDC",2026-03-17 06:00:00
NXT1Q81pNwTpiaFQWUtSXFSW5,Interest,NEXO,0.51831168,NEXO,0.51831168,$0.48,-,-,"approved / NEXO Interest Earned",2026-03-17 06:00:00
NXT7FXNjFWXegUnikqQI5JYUu,Interest,NEXO,0.17976672,NEXO,0.17976672,$0.17,-,-,"approved / 0.00000223 BTC",2026-03-17 06:00:00
NXT5j1oPZ7gaaQpTFHXamuaH0,Interest,NEXO,1.66925284,NEXO,1.66925284,$1.55,-,-,"approved / 1.550833 USDT",2026-03-17 06:00:00
NXT1tdbUk3zfTu5MKnfyUTft4,Dual Investment Lock,USDC,-735.82000000,USDC,735.82000000,$735.74,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-03-16 21:32:56
NXT3F9guSxiV9SR49QH5CUCoF,Locking Term Deposit,USDC,-1000.00000000,USDC,1000.00000000,$999.89,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-16 21:28:59
NXT3DzGKahs1Znf8YX0M69no,Locking Term Deposit,USDT,-1000.00000000,USDT,1000.00000000,$999.94,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-16 21:27:38
NXT1W8tkZ5U3WXXeM0vIxIUNS,Transfer From Pro Wallet,NEXO,1.84020466,NEXO,1.84020466,$1.71,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-16 21:26:08
NXTQQTdeOcSpqmmqSPz7Zywq,Transfer From Pro Wallet,USDT,131.13000000,USDT,131.13000000,$131.12,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-16 21:25:18
NXT6K7y2VRkBagVpn11e8Yr6d,Transfer To Pro Wallet,NEXO,-142.96710465,NEXO,142.96710465,$132.93,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-16 21:23:51
NXT6oqVOEVUVxsKYNSeX4egB,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$743.01,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-16 21:22:22
NXT66v0nDF0Rw0jpFWlmmeNNA,Interest,NEXO,2.74363372,NEXO,2.74363372,$2.52,-,-,"approved / 2.517704 USDC",2026-03-16 06:00:00
NXT3noa2Um9h7lNSmqNqI7jXB,Interest,NEXO,0.52944076,NEXO,0.52944076,$0.49,-,-,"approved / NEXO Interest Earned",2026-03-16 06:00:00
NXTyA2Iq1bVEIOcEi7NYyYnv,Interest,NEXO,0.28571645,NEXO,0.28571645,$0.26,-,-,"approved / 0.00000360 BTC",2026-03-16 06:00:00
NXT6KCPd8u1P9gaeCqjS0r5Zy,Interest,NEXO,1.98875608,NEXO,1.98875608,$1.82,-,-,"approved / 1.824805 USDT",2026-03-16 06:00:00
NXT4GWrg1sAPbwJq37bHpkUQR,Interest,NEXO,2.78097213,NEXO,2.78097213,$2.52,-,-,"approved / 2.517704 USDC",2026-03-15 06:00:00
NXT1a50iZ5qvG03g2FsZlcTTC,Interest,NEXO,0.52898650,NEXO,0.52898650,$0.48,-,-,"approved / NEXO Interest Earned",2026-03-15 06:00:00
NXT5rwaz7HDo4Ag2fBWMoy7Qh,Interest,NEXO,0.28321463,NEXO,0.28321463,$0.26,-,-,"approved / 0.00000360 BTC",2026-03-15 06:00:00
NXT5UA7NKmYE37JbbOukM0sJs,Interest,NEXO,2.01593146,NEXO,2.01593146,$1.83,-,-,"approved / 1.824805 USDT",2026-03-15 06:00:00
NXT4IYdtwmvAzRUXNaufrACw8,Interest,NEXO,2.79596551,NEXO,2.79596551,$2.52,-,-,"approved / 2.517704 USDC",2026-03-14 06:00:00
NXT695Nd2kEjxoa81iWKNOGGM,Interest,NEXO,0.52853014,NEXO,0.52853014,$0.48,-,-,"approved / NEXO Interest Earned",2026-03-14 06:00:00
NXT2lr44IsQOIBpzztiMxrxIs,Interest,NEXO,0.28371969,NEXO,0.28371969,$0.26,-,-,"approved / 0.00000360 BTC",2026-03-14 06:00:00
NXT1hMkcNs9akRg0E2ApnHmZm,Interest,NEXO,2.02679299,NEXO,2.02679299,$1.83,-,-,"approved / 1.824805 USDT",2026-03-14 06:00:00
NXT49aGx3Rb9pqLHhmDDpEpHQ,Interest,NEXO,2.78177796,NEXO,2.78177796,$2.52,-,-,"approved / 2.517704 USDC",2026-03-13 06:00:00
NXT2J2ACj4IOSpDN7j6851E8L,Interest,NEXO,0.52807610,NEXO,0.52807610,$0.48,-,-,"approved / NEXO Interest Earned",2026-03-13 06:00:00
NXT2sHLjVkaAq3WNWeS5FuLJ1,Interest,NEXO,0.28044559,NEXO,0.28044559,$0.25,-,-,"approved / 0.00000360 BTC",2026-03-13 06:00:00
NXT5PHc3aEQLcWCmeGpe31G1W,Interest,NEXO,2.01620614,NEXO,2.01620614,$1.82,-,-,"approved / 1.824805 USDT",2026-03-13 06:00:00
NXT1Wjo0eMUntPoBt7m6KgxAg,Interest,NEXO,3.09018293,NEXO,3.09018293,$2.80,-,-,"approved / 2.797450 USDC",2026-03-12 06:00:00
NXTEkVYXgXCXE6o4taAXzhV,Interest,NEXO,0.52757978,NEXO,0.52757978,$0.48,-,-,"approved / NEXO Interest Earned",2026-03-12 06:00:00
NXT6yaJs3LDrBlkjmqgIrJtBM,Interest,NEXO,0.29308491,NEXO,0.29308491,$0.27,-,-,"approved / 0.00000378 BTC",2026-03-12 06:00:00
NXT7Geuh7LdGmWYJYHDpntFK6,Interest,NEXO,2.21749945,NEXO,2.21749945,$2.01,-,-,"approved / 2.007285 USDT",2026-03-12 06:00:00
NXT1Rr8WkGv0pYiqNqyT6XDFc,Interest,NEXO,3.11453378,NEXO,3.11453378,$2.80,-,-,"approved / 2.797450 USDC",2026-03-11 06:00:00
NXT7LDKCrCTdEyS5OLntAiZYM,Interest,NEXO,0.52708002,NEXO,0.52708002,$0.47,-,-,"approved / NEXO Interest Earned",2026-03-11 06:00:00
NXT6v80fGI7GCZqU8eqMd0b6T,Interest,NEXO,0.29444745,NEXO,0.29444745,$0.26,-,-,"approved / 0.00000378 BTC",2026-03-11 06:00:00
NXT2omPQOP4Y0NhBfroMLKV2O,Interest,NEXO,2.23491770,NEXO,2.23491770,$2.01,-,-,"approved / 2.007285 USDT",2026-03-11 06:00:00
NXT65Mkf6bM99eavnys2shTzG,Interest,NEXO,3.47421140,NEXO,3.47421140,$3.07,-,-,"approved / 3.071422 USDC",2026-03-10 06:00:00
NXT5Em5Jbn2hgNVSqFhiYz4oi,Interest,NEXO,0.57077954,NEXO,0.57077954,$0.50,-,-,"approved / NEXO Interest Earned",2026-03-10 06:00:00
NXT7gMRxN9VQ3Gf9scOdMgYzi,Interest,NEXO,0.40423373,NEXO,0.40423373,$0.36,-,-,"approved / 0.00000522 BTC",2026-03-10 06:00:00
NXT3MOmcLPQ0vzUt9CgSx1hao,Interest,NEXO,2.44559201,NEXO,2.44559201,$2.16,-,-,"approved / 2.162057 USDT",2026-03-10 06:00:00
NXT4d9EcPiM8EwUtwYQIrFUSa,Transfer From Pro Wallet,USDT,444.60900000,USDT,444.60900000,$444.60,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-10 00:47:28
NXT5NzU6zJaEnSYusk45CzB8O,Transfer From Pro Wallet,NEXO,0.55064784,NEXO,0.55064784,$0.49,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-10 00:47:14
NXT3dmj0A9bq3gBpjts0OXNMZ,Transfer To Pro Wallet,NEXO,-500.00000000,NEXO,500.00000000,$445.26,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-10 00:45:56
NXT4vpETEJWgxZIhqLw9RsaQT,Transfer From Pro Wallet,USDT,41.83000000,USDT,41.83000000,$41.83,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-10 00:44:43
NXT7LiULRELBzkSa2GFcmVY5C,Transfer From Pro Wallet,NEXO,0.96240000,NEXO,0.96240000,$0.86,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-10 00:44:32
NXT7eCBHKyiNqQ93VccBI7r9b,Transfer To Pro Wallet,NEXO,-48.00000000,NEXO,48.00000000,$42.75,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-10 00:42:49
NXT5D688AhHkRkyEqwiERNz8l,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$686.24,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-10 00:19:00
NXT1tGo35a9h4hWh1A0EmSLwc,Locking Term Deposit,USDC,-1000.00000000,USDC,1000.00000000,$999.99,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-10 00:18:09
NXT3O50Rpebt7cW0Mnhlhwoe2,Locking Term Deposit,USDT,-1000.00000000,USDT,1000.00000000,$1000.00,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-10 00:17:07
NXT7jufqsMfzWyB9lTskX8jUk,Interest,NEXO,3.53015453,NEXO,3.53015453,$3.07,-,-,"approved / 3.071422 USDC",2026-03-09 06:00:00
NXT78jFGJO79JRzxOhChfs7f0,Interest,NEXO,0.57021416,NEXO,0.57021416,$0.50,-,-,"approved / NEXO Interest Earned",2026-03-09 06:00:00
NXT5VQxHiIv23Bvc6pzCjvo3P,Interest,NEXO,0.39585553,NEXO,0.39585553,$0.34,-,-,"approved / 0.00000522 BTC",2026-03-09 06:00:00
NXT3qb3c14S1O6aOTJo6ws8dc,Interest,NEXO,2.48497123,NEXO,2.48497123,$2.16,-,-,"approved / 2.162057 USDT",2026-03-09 06:00:00
NXT1KQusPlTzeStGZwaXe4sIA,Interest,NEXO,3.52427923,NEXO,3.52427923,$3.07,-,-,"approved / 3.071422 USDC",2026-03-08 06:00:00
NXT6kCHM9F8d7GyYaoGp7eXht,Interest,NEXO,0.56964907,NEXO,0.56964907,$0.50,-,-,"approved / NEXO Interest Earned",2026-03-08 06:00:00
NXT6fSbkuGG1wtBDDGTFgosD4,Interest,NEXO,0.40288272,NEXO,0.40288272,$0.35,-,-,"approved / 0.00000522 BTC",2026-03-08 06:00:00
NXT1TBovgv0T0VDV5Fkz2sN0p,Interest,NEXO,2.48071143,NEXO,2.48071143,$2.16,-,-,"approved / 2.162057 USDT",2026-03-08 06:00:00
NXT475yEd16B19TOGzwnQ3DHy,Interest,NEXO,3.51024551,NEXO,3.51024551,$3.07,-,-,"approved / 3.071422 USDC",2026-03-07 06:00:00
NXT3U24cbSdJvmT4kyXBphDRp,Interest,NEXO,0.56908569,NEXO,0.56908569,$0.50,-,-,"approved / NEXO Interest Earned",2026-03-07 06:00:00
NXT4oVLWDNe9925MkaSTUOQKd,Interest,NEXO,0.40641708,NEXO,0.40641708,$0.36,-,-,"approved / 0.00000522 BTC",2026-03-07 06:00:00
NXT3uuqgoOF55B7wAxXfWikSt,Interest,NEXO,2.47083031,NEXO,2.47083031,$2.16,-,-,"approved / 2.162057 USDT",2026-03-07 06:00:00
NXT2iGDF5Bv2cLtNQ1BBbHj5n,Dual Investment Interest,USDC,2.49030700,USDC,2.49030700,$2.49,-,-,"approved / USDC Interest Earned",2026-03-06 08:03:09
NXT2MlZvD4U3qAO2DzmBmF3eM,Dual Investment Unlock,USDC,655.66000000,USDC,655.66000000,$655.64,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-03-06 08:03:09
NXT5DMjsHzSzoVomQuiuX9rbe,Interest,NEXO,3.26057096,NEXO,3.26057096,$2.89,-,-,"approved / 2.891107 USDC",2026-03-06 06:00:00
NXT37dW6gCP5hconUU9i8PNUS,Interest,NEXO,0.56854430,NEXO,0.56854430,$0.50,-,-,"approved / NEXO Interest Earned",2026-03-06 06:00:00
NXT3MYQqp5tl4v7hlGBCZ4DNh,Interest,NEXO,0.41738045,NEXO,0.41738045,$0.37,-,-,"approved / 0.00000522 BTC",2026-03-06 06:00:00
NXT30BFeGskoA7mY0KfrnCCEQ,Interest,NEXO,2.43847497,NEXO,2.43847497,$2.16,-,-,"approved / 2.162057 USDT",2026-03-06 06:00:00
NXTcTGUUyLXQymOLDB9Iu8Yt,Interest,NEXO,3.22226557,NEXO,3.22226557,$2.89,-,-,"approved / 2.891107 USDC",2026-03-05 06:00:00
NXT2pt2zdCklptP3TOf5JY2Ot,Interest,NEXO,0.56800787,NEXO,0.56800787,$0.51,-,-,"approved / NEXO Interest Earned",2026-03-05 06:00:00
NXTBWEO1QDj1RnhvUPOOqi74,Interest,NEXO,0.42314336,NEXO,0.42314336,$0.38,-,-,"approved / 0.00000522 BTC",2026-03-05 06:00:00
NXT2LHBRdnCXLkzVYLEeBtCdf,Interest,NEXO,2.41019586,NEXO,2.41019586,$2.16,-,-,"approved / 2.162057 USDT",2026-03-05 06:00:00
NXT3CLFbQECS8rtNkuZw3Uayz,Interest,NEXO,3.35173936,NEXO,3.35173936,$2.89,-,-,"approved / 2.891107 USDC",2026-03-04 06:00:00
NXT5TJw1ivfagh8OHNFVom4HM,Interest,NEXO,0.53608958,NEXO,0.53608958,$0.46,-,-,"approved / NEXO Interest Earned",2026-03-04 06:00:00
NXT1m4kGEIkxnjS1eiNK7ayso,Interest,NEXO,0.41356669,NEXO,0.41356669,$0.36,-,-,"approved / 0.00000522 BTC",2026-03-04 06:00:00
NXT4VmGJmYq3NMDvtdhP4tceM,Interest,NEXO,2.50633345,NEXO,2.50633345,$2.16,-,-,"approved / 2.161994 USDT",2026-03-04 06:00:00
NXT1shnYTyHXJ4bInUiKBac5f,Withdrawal,SOL,-106.42000000,SOL,106.42000000,$8956.59,-,-,"approved / SOL withdrawal",2026-03-03 11:12:57
NXT34xJkkAEBoemu6ix9cCwMS,Transfer From Pro Wallet,USDT,0.20882700,USDT,0.20882749,$0.21,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-03 11:11:34
NXT5DrsOjePj4xSyMAPztT8sB,Transfer From Pro Wallet,SOL,106.42000000,SOL,106.42000000,$8968.87,-,-,"approved / SOL Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-03 11:11:27
NXT3veHDlsBezgLqFYz4yevSx,Transfer From Pro Wallet,NEXO,387.31241370,NEXO,387.31241370,$328.96,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-03 11:11:00
NXT6uakids8fmmPtbrePXZlId,Transfer To Pro Wallet,NEXO,-400.00000000,NEXO,400.00000000,$339.96,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-03 11:07:01
NXT3uJceBmPBipZ3nS3gcpoaa,Transfer To Pro Wallet,USDC,-4000.00000000,USDC,4000.00000000,$4000.06,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-03 11:06:36
NXT1XCPvnPWmbo0JoH9ZGNSJe,Transfer To Pro Wallet,USDT,-5000.00000000,USDT,5000.00000000,$4999.05,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-03 11:06:15
NXT61p8fGriTL8TxnKdynQwRk,Interest,NEXO,5.12196376,NEXO,5.12196376,$4.44,-,-,"approved / 4.440603 USDC",2026-03-03 06:00:00
NXT4j1um6UGWiw56kcnWNuDYh,Interest,NEXO,0.68907910,NEXO,0.68907910,$0.60,-,-,"approved / NEXO Interest Earned",2026-03-03 06:00:00
NXT6XP7F1EDhSdWr4TKQSjNxw,Interest,NEXO,0.52850976,NEXO,0.52850976,$0.46,-,-,"approved / 0.00000666 BTC",2026-03-03 06:00:00
NXT2oD3qiDRE8Y8Fwdv5TAqi3,Interest,NEXO,4.57917238,NEXO,4.57917238,$3.97,-,-,"approved / 3.970213 USDT",2026-03-03 06:00:00
NXT5msaTBbceESW8I9oqPdVip,Dual Investment Lock,USDC,-655.66000000,USDC,655.66000000,$655.66,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-03-03 00:38:59
NXT3WWUVdtUHKzWOaN05aicKp,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$688.54,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-03 00:33:02
NXT1C9kTHrcROTiXBJz2b50SU,Locking Term Deposit,NEXO,-1500.00000000,NEXO,1500.00000000,$1302.70,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-03 00:32:10
NXT3G0ZBnjiS4k3B2uFz5mH4c,Locking Term Deposit,USDC,-1000.00000000,USDC,1000.00000000,$1000.04,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-03 00:31:02
NXT22eguPITs62Ftahe7ELyYZ,Locking Term Deposit,USDT,-1000.00000000,USDT,1000.00000000,$999.96,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-03-03 00:30:16
NXTBeB42JF52PNTQpFarlVyv,Interest,NEXO,5.26761955,NEXO,5.26761955,$4.44,-,-,"approved / 4.440603 USDC",2026-03-02 06:00:00
