Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT6Z1PRxGxdf0tqn3pFXaQQc,Interest,NEXO,0.64788960,NEXO,0.64788960,$0.55,-,-,"approved / NEXO Interest Earned",2026-03-02 06:00:00
NXT7gtRZog6Tu75xZGSMm0bAd,Interest,NEXO,0.51960525,NEXO,0.51960525,$0.44,-,-,"approved / 0.00000666 BTC",2026-03-02 06:00:00
NXT26LJa9bSwcEq58KZZvEcOc,Interest,NEXO,3.52575886,NEXO,3.52575886,$2.97,-,-,"approved / 2.972214 USDT",2026-03-02 06:00:00
NXT2LJXWJZ4BrCBqTD6Xfn17e,Transfer From Pro Wallet,NEXO,0.00026822,NEXO,0.00026822,$0.00,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:43:47
NXT7F6JTfzCFeNzsPROp2mEdP,Transfer From Pro Wallet,NEXO,498.63785888,NEXO,498.63785888,$419.81,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:20:57
NXT6SrrWnUTGWjiqWYqaGfJ7b,Transfer From Pro Wallet,USDT,1684.28092000,USDT,1684.28092000,$1684.26,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:20:20
NXTQlc1JUjVpK68za6YlEp3K,Transfer To Pro Wallet,NEXO,-1500.00000000,NEXO,1500.00000000,$1265.12,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-01 23:18:09
NXT1H6M4BuAB7rGcveCJURLD6,Transfer To Pro Wallet,NEXO,-1001.43581028,NEXO,1001.43581028,$845.13,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-01 23:16:55
NXT2GcET4PaOanrqAXyT10KJR,Transfer From Pro Wallet,USDT,198.93684000,USDT,198.93684000,$198.91,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:10:32
NXT3d4n9bjrdYu4BmGV2IYkR2,Transfer From Pro Wallet,NEXO,1046.96574030,NEXO,1046.96574030,$884.11,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:10:02
NXTfiObg81YrahOArQiqVYlX,Transfer To Pro Wallet,USDC,-1000.00000000,USDC,1000.00000000,$999.95,-,-,"approved / USDC Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-01 23:07:32
NXT6dH4BzzAqZQ3EoReV2HWJ2,Transfer To Pro Wallet,NEXO,-100.00000000,NEXO,100.00000000,$84.29,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-01 23:07:12
NXTJvlMzmevRz5Gu5N8C7jUO,Transfer From Pro Wallet,NEXO,54.47006998,NEXO,54.47006998,$45.83,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:05:58
NXT5Pl2cIRzlfgZHzzkxKDEvC,Transfer From Pro Wallet,USDT,1428.32531500,USDT,1428.32531590,$1428.25,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:05:25
NXT2vFCy0z8h8WO3Ju9dlPTa3,Transfer From Pro Wallet,NEXO,500.00000000,NEXO,500.00000000,$418.23,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 23:00:35
NXT3CXcV6NMNxYTVl8Fi0Vsm3,Transfer To Pro Wallet,NEXO,-1999.81293295,NEXO,1999.81293295,$1672.76,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-01 22:59:38
NXT3oEeuTQXmBp55CrIY0Y0zr,Withdrawal,SOL,-234.32803268,SOL,234.32803268,$19440.72,-,-,"approved / SOL withdrawal",2026-03-01 22:54:43
NXT45tgDZdlp88J5VEIz7lC3r,Transfer From Pro Wallet,SOL,234.32803268,SOL,234.32803268,$19411.88,-,-,"approved / SOL Transfer from Nexo Pro Wallet to Savings Wallet",2026-03-01 22:46:16
NXT5bLwGzAj2JiYVS1OkYjLAp,Transfer To Pro Wallet,USDT,-19500.00000000,USDT,19500.00000000,$19500.14,-,-,"approved / USDT Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-01 22:39:15
NXT51IYDjWIZqkFhgakN8w9Hi,Transfer To Pro Wallet,NEXO,-273.00000000,NEXO,273.00000000,$228.53,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-03-01 22:37:18
NXT7LdXGxOXXg2ANwZAQ5bVO0,Interest,NEXO,5.44708336,NEXO,5.44708336,$4.71,-,-,"approved / 4.714576 USDC",2026-03-01 06:00:00
NXTDJnhdEs54MYzvWXMOeguU,Interest,NEXO,0.91155758,NEXO,0.91155758,$0.79,-,-,"approved / NEXO Interest Earned",2026-03-01 06:00:00
NXT6Q8Kux0GkYDE1pHny5lTFp,Interest,NEXO,0.51548646,NEXO,0.51548646,$0.45,-,-,"approved / 0.00000666 BTC",2026-03-01 06:00:00
NXT6tSr101Y18uAY1MEuK3gKs,Interest,NEXO,10.22379237,NEXO,10.22379237,$8.85,-,-,"approved / 8.848925 USDT",2026-03-01 06:00:00
NXT4y31BGvIfjKO7wHmxGQzRB,Interest,NEXO,5.36606428,NEXO,5.36606428,$4.55,-,-,"approved / 4.550192 USDC",2026-02-28 06:00:00
NXT2eS6Z50a3tysQxHn8W7Nlk,Interest,NEXO,0.90664003,NEXO,0.90664003,$0.77,-,-,"approved / NEXO Interest Earned",2026-02-28 06:00:00
NXT3nzGGbSjCAdihpYq4rwK6o,Fixed Term Interest,NEXO,21.04247638,NEXO,21.04247638,$17.81,-,-,"approved / USDC Term Deposit Interest in NEXO",2026-02-28 06:00:00
NXT1IMmjU8Cn7sG18K1fmYFak,Interest,NEXO,0.51735311,NEXO,0.51735311,$0.44,-,-,"approved / 0.00000666 BTC",2026-02-28 06:00:00
NXTKbnh9A9h7fO8OBSzA6k5Y,Fixed Term Interest,NEXO,22.66644896,NEXO,22.66644896,$19.19,-,-,"approved / USDT Term Deposit Interest in NEXO",2026-02-28 06:00:00
NXT3sS155v7t4lq3qCebe9kev,Interest,NEXO,10.22182639,NEXO,10.22182639,$8.67,-,-,"approved / 8.668103 USDT",2026-02-28 06:00:00
NXT4C8DpQyS2yq7NmddLrlSua,Unlocking Term Deposit,USDC,600.00000000,USDC,600.00000000,$599.97,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-02-28 05:29:57
NXT2ZddVrHLaXq0ri55jPuTB,Unlocking Term Deposit,USDT,600.00000000,USDT,600.00000000,$599.92,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-02-28 05:29:57
NXT1rVC9ig4Kht3r2DhRAuUiH,Interest,NEXO,5.24059387,NEXO,5.24059387,$4.55,-,-,"approved / 4.550192 USDC",2026-02-27 06:00:00
NXT42LntLPAex7Qrzk0yp3YjO,Interest,NEXO,0.90529183,NEXO,0.90529183,$0.79,-,-,"approved / NEXO Interest Earned",2026-02-27 06:00:00
NXT2MZvDFPuUoHAcBZD18dmXs,Interest,NEXO,0.51759800,NEXO,0.51759800,$0.45,-,-,"approved / 0.00000666 BTC",2026-02-27 06:00:00
NXT4K1ELDz7DHENO9KTayKsVW,Interest,NEXO,9.98380503,NEXO,9.98380503,$8.67,-,-,"approved / 8.668103 USDT",2026-02-27 06:00:00
NXTTodCOVycd3T9jnNw5bGZF,Interest,NEXO,5.21478385,NEXO,5.21478385,$4.55,-,-,"approved / 4.550192 USDC",2026-02-26 06:00:00
NXT71ANN3wUCtGeMVtUwW0bZb,Interest,NEXO,0.90365379,NEXO,0.90365379,$0.79,-,-,"approved / NEXO Interest Earned",2026-02-26 06:00:00
NXT4fJJUTdq8Ohpmwc31EaKhi,Interest,NEXO,0.42855375,NEXO,0.42855375,$0.37,-,-,"approved / 0.00000550 BTC",2026-02-26 06:00:00
NXTDjvmRXcCZ1fiBw1zldMHY,Fixed Term Interest,NEXO,3.74359701,NEXO,3.74359701,$3.19,-,-,"approved / BTC Term Deposit Interest in NEXO",2026-02-26 06:00:00
NXT5VQPUanONljvXQZAjEDyDe,Interest,NEXO,9.93563305,NEXO,9.93563305,$8.67,-,-,"approved / 8.668103 USDT",2026-02-26 06:00:00
NXT4WcxruUxaKan4wm0UlubFW,Unlocking Term Deposit,BTC,0.00800000,BTC,0.00800000,$546.44,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-02-26 05:31:23
NXT1ofd72tsleCRB27E7qS0qv,Interest,NEXO,5.56250357,NEXO,5.56250357,$4.55,-,-,"approved / 4.550192 USDC",2026-02-25 06:00:00
NXT50qevmso5G2xjXgwvcTSef,Interest,NEXO,0.90223714,NEXO,0.90223714,$0.74,-,-,"approved / NEXO Interest Earned",2026-02-25 06:00:00
NXT7Mv5A8BQqaSjLxC0tBPtet,Interest,NEXO,0.43059303,NEXO,0.43059303,$0.35,-,-,"approved / 0.00000550 BTC",2026-02-25 06:00:00
NXT4laRPlhDD5a72vG3Kqt5Ci,Interest,NEXO,10.59708357,NEXO,10.59708357,$8.67,-,-,"approved / 8.668103 USDT",2026-02-25 06:00:00
NXT6O9wSZdK1wCvbc2T0aYRsr,Dual Investment Interest,BTC,0.00006800,BTC,0.00006800,$4.29,-,-,"approved / BTC Interest Earned",2026-02-24 08:03:04
NXT4dS6Z0pdrDw7CkA6UJHhq9,Dual Investment Exchange,USDC,655.73000000,BTC,0.01000100,$655.67,-,-,"approved / Exchange USDC to BTC",2026-02-24 08:03:04
NXT4knYVDzklTB6Q9c7OqInqZ,Dual Investment Unlock,USDC,655.73000000,USDC,655.73000000,$655.67,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-02-24 08:03:04
NXT7jhv0XmrZEAwzqGuVcju1x,Interest,NEXO,5.81350162,NEXO,5.81350162,$4.82,-,-,"approved / 4.824165 USDC",2026-02-24 06:00:00
NXTqt99MEajMNkkGxSJqstON,Interest,NEXO,0.90079266,NEXO,0.90079266,$0.75,-,-,"approved / NEXO Interest Earned",2026-02-24 06:00:00
NXT1AUH1r3GnIobHSOWE535gu,Interest,NEXO,0.31615949,NEXO,0.31615949,$0.26,-,-,"approved / 0.00000406 BTC",2026-02-24 06:00:00
NXT4PBVH5sl7MhpLzJNTps9s9,Interest,NEXO,10.80568410,NEXO,10.80568410,$8.97,-,-,"approved / 8.969473 USDT",2026-02-24 06:00:00
NXT28cStdD8eOfyOQXCRoZyg5,Locking Term Deposit,USDC,-1000.00000000,USDC,1000.00000000,$999.84,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-24 03:18:31
NXT3FcOYxpbxnYBwQKDDpD7tT,Locking Term Deposit,USDT,-1000.00000000,USDT,1000.00000000,$999.57,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-24 03:17:32
NXT2kfZxVEek1qtsyU2g6v6jn,Dual Investment Lock,USDC,-655.73000000,USDC,655.73000000,$655.69,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-02-23 07:53:30
NXT4obFq3q7YK8WGpJ1E70HBE,Interest,NEXO,5.78007948,NEXO,5.78007948,$5.00,-,-,"approved / 5.003817 USDC",2026-02-23 06:00:00
NXTUqkPzNdoLRJGx6zTtBXrH,Interest,NEXO,0.89938728,NEXO,0.89938728,$0.78,-,-,"approved / NEXO Interest Earned",2026-02-23 06:00:00
NXT7liuz7VmQiRPLl0NER1h0N,Interest,NEXO,0.31709598,NEXO,0.31709598,$0.27,-,-,"approved / 0.00000406 BTC",2026-02-23 06:00:00
NXTJYmt10RSQ4bbnvNY7VL8p,Interest,NEXO,10.35680001,NEXO,10.35680001,$8.97,-,-,"approved / 8.969473 USDT",2026-02-23 06:00:00
NXThFnCPmT7HEd1JTUBJ76sa,Interest,NEXO,5.57379402,NEXO,5.57379402,$5.00,-,-,"approved / 5.003817 USDC",2026-02-22 06:00:00
NXTACzef5owVAwJHmEXWiZxC,Interest,NEXO,0.89802931,NEXO,0.89802931,$0.81,-,-,"approved / NEXO Interest Earned",2026-02-22 06:00:00
NXT2H00QgoZuYb2Rv2LtvMEBN,Interest,NEXO,0.30749177,NEXO,0.30749177,$0.28,-,-,"approved / 0.00000406 BTC",2026-02-22 06:00:00
NXT4QIB9YmI6Wfatw3Jp9bF35,Interest,NEXO,9.98867436,NEXO,9.98867436,$8.97,-,-,"approved / 8.969473 USDT",2026-02-22 06:00:00
NXT1Pc88PPIST9sU8onTeMmlv,Interest,NEXO,5.70749229,NEXO,5.70749229,$5.00,-,-,"approved / 5.003817 USDC",2026-02-21 06:00:00
NXTNLIOMPQjY6AUAy8r7WZEo,Interest,NEXO,0.89664069,NEXO,0.89664069,$0.79,-,-,"approved / NEXO Interest Earned",2026-02-21 06:00:00
NXT2duzdKlucfWLGvJSZlcYX7,Interest,NEXO,0.31489021,NEXO,0.31489021,$0.28,-,-,"approved / 0.00000406 BTC",2026-02-21 06:00:00
NXT3Rmz2ffDKuuJ7eCBR529pd,Interest,NEXO,10.22724931,NEXO,10.22724931,$8.97,-,-,"approved / 8.969473 USDT",2026-02-21 06:00:00
NXT7mYcFZ9ZzRH0MmYCThojH5,Interest,NEXO,5.79747908,NEXO,5.79747908,$5.00,-,-,"approved / 5.003817 USDC",2026-02-20 06:00:00
NXT5WCw8pneF3Gc1k2tXNFt8d,Interest,NEXO,0.89523193,NEXO,0.89523193,$0.77,-,-,"approved / NEXO Interest Earned",2026-02-20 06:00:00
NXT3pPe16YBMogMaGku7E5jSm,Interest,NEXO,0.31498610,NEXO,0.31498610,$0.27,-,-,"approved / 0.00000406 BTC",2026-02-20 06:00:00
NXT1FaE2mvbX5zYih2Oy2JYlK,Interest,NEXO,10.38746432,NEXO,10.38746432,$8.97,-,-,"approved / 8.969473 USDT",2026-02-20 06:00:00
NXT6MoCQwKBVlZmZCaeUZTtie,Interest,NEXO,5.85414189,NEXO,5.85414189,$5.00,-,-,"approved / 5.003817 USDC",2026-02-19 06:00:00
NXT4v0oUhx8GyOPeUUyUIDjoT,Interest,NEXO,0.89380141,NEXO,0.89380141,$0.76,-,-,"approved / NEXO Interest Earned",2026-02-19 06:00:00
NXT2wZaOkvVZGeeDJBlcownhc,Interest,NEXO,0.42678782,NEXO,0.42678782,$0.36,-,-,"approved / 0.00000549 BTC",2026-02-19 06:00:00
NXT3vM2n3jpFaVLa1Dj7KeiSD,Interest,NEXO,10.48898122,NEXO,10.48898122,$8.96,-,-,"approved / 8.969473 USDT",2026-02-19 06:00:00
NXT2CsUEVFCtXkoZV1NheBqEx,Locking Term Deposit,BTC,-0.01000000,BTC,0.01000000,$667.80,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-19 02:02:29
NXT47ZnyzRlhqUFweogHjsLTW,Dual Investment Interest,BTC,0.00005600,BTC,0.00005600,$3.81,-,-,"approved / BTC Interest Earned",2026-02-18 08:03:02
NXTx93ChHqjc392YPIfyzf2k,Dual Investment Exchange,USDT,681.04000000,BTC,0.01000000,$680.63,-,-,"approved / Exchange USDT to BTC",2026-02-18 08:03:02
NXTspwNFtBJbdXeq8SdbXEAO,Dual Investment Unlock,USDT,681.04000000,USDT,681.04000000,$680.63,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-02-18 08:03:02
NXT4z4HOkLWc3hPgSA8k9xP0l,Interest,NEXO,5.60551776,NEXO,5.60551776,$5.00,-,-,"approved / 5.003817 USDC",2026-02-18 06:00:00
NXTViwCNuphzzU4TMsLvUzV,Interest,NEXO,0.89243699,NEXO,0.89243699,$0.80,-,-,"approved / NEXO Interest Earned",2026-02-18 06:00:00
NXT4qBtkzWceLlW1T3aG58JVL,Interest,NEXO,0.30608624,NEXO,0.30608624,$0.27,-,-,"approved / 0.00000405 BTC",2026-02-18 06:00:00
NXT5E0wvBdMtzmQlb9piwYSCt,Interest,NEXO,10.04351691,NEXO,10.04351691,$8.97,-,-,"approved / 8.969473 USDT",2026-02-18 06:00:00
NXT5jft5bJehFSjNc4AikbP44,Interest,NEXO,11.14018845,NEXO,11.14018845,$9.94,-,-,"approved / 9.943312 USDT",2026-02-17 06:00:00
NXTsjk5nmEhVUJpMJgGhzdRJ,Interest,NEXO,0.32724728,NEXO,0.32724728,$0.29,-,-,"approved / 0.00000424 BTC",2026-02-17 06:00:00
NXT1iRRUtb04nHKvpJdg1A0Wx,Interest,NEXO,0.93787730,NEXO,0.93787730,$0.84,-,-,"approved / NEXO Interest Earned",2026-02-17 06:00:00
NXTR98f8HA0c8AnqRytPdkz2,Interest,NEXO,6.50763603,NEXO,6.50763603,$5.81,-,-,"approved / 5.805567 USDC",2026-02-17 06:00:00
NXT207oJydZUM3zD7rKeuJ8BE,Transfer From Pro Wallet,USDT,518.10559500,USDT,518.10559525,$517.90,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-02-17 01:39:58
NXTSSbMRQ6yhB3SZX3Tuhe4v,Transfer To Pro Wallet,NEXO,-580.00000000,NEXO,580.00000000,$519.44,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-02-17 01:38:04
NXT4ISTlQXwSxd6uITBto3AAN,Locking Term Deposit,USDC,-1000.00000000,USDC,1000.00000000,$1000.09,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-17 01:36:25
NXT19rLld8mgTndWz0mnHfE7T,Locking Term Deposit,USDT,-1000.00000000,USDT,1000.00000000,$999.60,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-17 01:35:54
NXT7GCzSAa36V9evJ4uD2p6Yq,Dual Investment Lock,USDT,-681.04000000,USDT,681.04000000,$680.67,-,-,"approved / Transfer from Savings Wallet to Dual Investment",2026-02-16 21:08:58
NXT4GEgjeZwfJMFG8a4ZUoky8,Interest,NEXO,12.18965526,NEXO,12.18965526,$10.16,-,-,"approved / 10.167216 USDT",2026-02-16 06:00:00
NXT7ir6Ny0ouetqkPvQp0FUQC,Interest,NEXO,0.93622191,NEXO,0.93622191,$0.78,-,-,"approved / NEXO Interest Earned",2026-02-16 06:00:00
NXT4pLwXrCL3fowrk4saziAL0,Interest,NEXO,6.96457446,NEXO,6.96457446,$5.81,-,-,"approved / 5.805567 USDC",2026-02-16 06:00:00
NXT1x8F71eZp5VZ9azLZtILJH,Interest,NEXO,0.34985163,NEXO,0.34985163,$0.29,-,-,"approved / 0.00000424 BTC",2026-02-16 06:00:00
NXT7RoVmXArjGSbxw5ZtZiRLI,Interest,NEXO,11.72652667,NEXO,11.72652667,$10.16,-,-,"approved / 10.167216 USDT",2026-02-15 06:00:00
NXT3jFgIz78mGtKQXgZX8sla2,Interest,NEXO,6.69896044,NEXO,6.69896044,$5.81,-,-,"approved / 5.805567 USDC",2026-02-15 06:00:00
NXT46wY81W6GDx45Gk50ei92h,Interest,NEXO,0.34123371,NEXO,0.34123371,$0.30,-,-,"approved / 0.00000424 BTC",2026-02-15 06:00:00
NXT6Ee15GW3rw9Z8Ve0d9UEuF,Interest,NEXO,0.93462638,NEXO,0.93462638,$0.81,-,-,"approved / NEXO Interest Earned",2026-02-15 06:00:00
NXT5mmEguz6lwcVfonhjG8UZB,Interest,NEXO,11.96711806,NEXO,11.96711806,$10.16,-,-,"approved / 10.167216 USDT",2026-02-14 06:00:00
NXT5gxNPazHvUVf1z4GGfmK8M,Interest,NEXO,6.83742778,NEXO,6.83742778,$5.81,-,-,"approved / 5.805567 USDC",2026-02-14 06:00:00
NXT5oaxoc6UhtFS3oC2njFq5J,Interest,NEXO,0.93300006,NEXO,0.93300006,$0.79,-,-,"approved / NEXO Interest Earned",2026-02-14 06:00:00
NXT1mxj7VVuSVHbxpR5MNqqN,Interest,NEXO,0.34386838,NEXO,0.34386838,$0.29,-,-,"approved / 0.00000424 BTC",2026-02-14 06:00:00
NXT2IygzJOv2pL8JRQhfcbx5W,Interest,NEXO,12.04739641,NEXO,12.04739641,$9.78,-,-,"approved / 9.789880 USDT",2026-02-13 06:00:00
NXT30MPcHiYjp9lzlEaoGVhMA,Interest,NEXO,7.14967297,NEXO,7.14967297,$5.81,-,-,"approved / 5.805567 USDC",2026-02-13 06:00:00
NXT3RQJ3LGXqAvVpAiBY58S1d,Interest,NEXO,0.34571031,NEXO,0.34571031,$0.28,-,-,"approved / 0.00000424 BTC",2026-02-13 06:00:00
NXT2gllKPnfVn5fkpFc8m8emI,Interest,NEXO,0.93134130,NEXO,0.93134130,$0.76,-,-,"approved / NEXO Interest Earned",2026-02-13 06:00:00
NXTzfLTbPg000zH7xTiVvFrO,Transfer From Pro Wallet,USDT,1147.72801800,USDT,1147.72801808,$1147.01,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-02-12 12:05:32
NXT6wsguNpp82xyctsXR3QC3P,Transfer From Pro Wallet,NEXO,0.00794717,NEXO,0.00794717,$0.01,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-02-12 12:05:17
NXT2s61S1z7Wqi0gtcN4Hw87z,Transfer To Pro Wallet,NEXO,-1419.13794717,NEXO,1419.13794717,$1150.09,-,-,"approved / NEXO Transfer from Savings Wallet to Nexo Pro Wallet",2026-02-12 12:02:31
NXT3OvXo3YKEt7iJgL6nht5UG,Interest,NEXO,12.13039118,NEXO,12.13039118,$9.78,-,-,"approved / 9.789880 USDT",2026-02-12 06:00:00
NXT2txACsflT1aAyfHXvzuUhE,Interest,NEXO,0.35244262,NEXO,0.35244262,$0.28,-,-,"approved / 0.00000424 BTC",2026-02-12 06:00:00
NXT3ya2qGNyBUxlFBFidHU4Bp,Interest,NEXO,7.19820761,NEXO,7.19820761,$5.81,-,-,"approved / 5.805567 USDC",2026-02-12 06:00:00
NXT1lOCkgFLabNzuyIfwOPQhP,Interest,NEXO,1.04459339,NEXO,1.04459339,$0.84,-,-,"approved / NEXO Interest Earned",2026-02-12 06:00:00
NXT5mNw7yU9atsXqhGW6WW8gx,Interest,NEXO,11.78282059,NEXO,11.78282059,$9.79,-,-,"approved / 9.789880 USDT",2026-02-11 06:00:00
NXT4ndRKeeBQ94M9W2nwydmJb,Interest,NEXO,6.99090970,NEXO,6.99090970,$5.81,-,-,"approved / 5.805567 USDC",2026-02-11 06:00:00
NXT5tLGEqJRWbcuxCcGGVjh34,Interest,NEXO,0.35112027,NEXO,0.35112027,$0.29,-,-,"approved / 0.00000424 BTC",2026-02-11 06:00:00
NXT5JiwEwXqwyuY7qrs2wD88J,Interest,NEXO,1.04296008,NEXO,1.04296008,$0.87,-,-,"approved / NEXO Interest Earned",2026-02-11 06:00:00
NXT2ymgGGI6xWbdk0sqkS6FPz,Locking Term Deposit,USDC,-1000.00000000,USDC,1000.00000000,$999.94,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-10 12:13:23
NXTtmhMV2D1gyZHT8djI237X,Locking Term Deposit,USDT,-1000.00000000,USDT,1000.00000000,$999.18,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-10 12:12:48
NXT2oiCkKWGBMOcQ7GZ005Bvj,Interest,NEXO,12.08938091,NEXO,12.08938091,$10.12,-,-,"approved / 10.118647 USDT",2026-02-10 06:00:00
NXT1b3O4YKxuuIJq7bOziiH2V,Interest,NEXO,0.35521750,NEXO,0.35521750,$0.30,-,-,"approved / 0.00000424 BTC",2026-02-10 06:00:00
NXTS8k3eEonmEH1Ya9iUKQ7w,Interest,NEXO,7.29936716,NEXO,7.29936716,$6.11,-,-,"approved / 6.106937 USDC",2026-02-10 06:00:00
NXT2kxRDEfX8rZjrwsGunB3gB,Interest,NEXO,1.04127676,NEXO,1.04127676,$0.87,-,-,"approved / NEXO Interest Earned",2026-02-10 06:00:00
NXT52MGkU10hsOjmHnCmZEmuJ,Interest,NEXO,12.52308108,NEXO,12.52308108,$10.11,-,-,"approved / 10.118647 USDT",2026-02-09 06:00:00
NXT6WsSn8lM1vQIW8PDQgbtgN,Interest,NEXO,0.36929379,NEXO,0.36929379,$0.30,-,-,"approved / 0.00000424 BTC",2026-02-09 06:00:00
NXT2DZ5UL8TtTddMoIWpXgUua,Interest,NEXO,7.56187257,NEXO,7.56187257,$6.11,-,-,"approved / 6.106937 USDC",2026-02-09 06:00:00
NXT5kWgysLA5OfTRfsIoxGpW8,Interest,NEXO,1.03953606,NEXO,1.03953606,$0.84,-,-,"approved / NEXO Interest Earned",2026-02-09 06:00:00
NXT2rklv12ID9Ihg5gP1Qj98o,Interest,NEXO,12.80932169,NEXO,12.80932169,$10.11,-,-,"approved / 10.118647 USDT",2026-02-08 06:00:00
NXT5gg7HACKLQN05W62Pc7ClD,Interest,NEXO,0.37213078,NEXO,0.37213078,$0.29,-,-,"approved / 0.00000424 BTC",2026-02-08 06:00:00
NXT3HW5HlmYTIneQBvg1zqL0L,Interest,NEXO,7.73471477,NEXO,7.73471477,$6.11,-,-,"approved / 6.106937 USDC",2026-02-08 06:00:00
NXT4ho1EnE1uMhINSi0lYBB4D,Interest,NEXO,1.03775810,NEXO,1.03775810,$0.82,-,-,"approved / NEXO Interest Earned",2026-02-08 06:00:00
NXT6SuEYH8pmajku7pYsBWGKq,Interest,NEXO,13.29527390,NEXO,13.29527390,$10.11,-,-,"approved / 10.118647 USDT",2026-02-07 06:00:00
NXTcym5WQFNrLgaUc1d3xFpf,Interest,NEXO,0.39328943,NEXO,0.39328943,$0.30,-,-,"approved / 0.00000424 BTC",2026-02-07 06:00:00
NXTUhu3zJJOiwNTKBckRLyor,Interest,NEXO,8.02935389,NEXO,8.02935389,$6.11,-,-,"approved / 6.106937 USDC",2026-02-07 06:00:00
NXT4tmv66bxgtKv6HzPpnC1cP,Interest,NEXO,1.03591535,NEXO,1.03591535,$0.79,-,-,"approved / NEXO Interest Earned",2026-02-07 06:00:00
NXT3Q6NWL4BaReQHYuJOqiYGs,Dual Investment Interest,BTC,0.00008900,BTC,0.00008900,$5.74,-,-,"approved / BTC Interest Earned",2026-02-06 08:03:09
NXT7D2JdL0GMLHB0DpjlHqaeE,Dual Investment Exchange,USDT,702.06000000,BTC,0.01000000,$701.14,-,-,"approved / Exchange USDT to BTC",2026-02-06 08:03:09
NXT7SuGdfRHPiukn5Plu6Phg3,Dual Investment Unlock,USDT,702.06000000,USDT,702.06000000,$701.14,-,-,"approved / Transfer from Dual Investment to Savings Wallet",2026-02-06 08:03:09
NXTpRd6oZPdlLDaMFfoxm6w5,Interest,NEXO,6.71395411,NEXO,6.71395411,$4.49,-,-,"approved / 4.498408 USDT",2026-02-06 06:00:00
NXT4dsIoDNpFgsgEvTB9IZSHk,Interest,NEXO,0.25534147,NEXO,0.25534147,$0.17,-,-,"approved / 0.00000272 BTC",2026-02-06 06:00:00
NXT397Y2x2Rt0d9OxYVUSB9UI,Interest,NEXO,9.12976282,NEXO,9.12976282,$6.11,-,-,"approved / 6.106937 USDC",2026-02-06 06:00:00
NXT4pgjuqvrgVK5DPvEvn0bHG,Interest,NEXO,0.85803052,NEXO,0.85803052,$0.57,-,-,"approved / NEXO Interest Earned",2026-02-06 06:00:00
NXT6VaAE8y6hUuUZT6nciAdnX,Locking Term Deposit,USDT,-18000.00000000,USDT,18000.00000000,$17966.77,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-02-05 23:51:40
NXTNGSwjK0GItkQztJmSlrF3,Transfer From Pro Wallet,NEXO,2179.52613260,NEXO,2179.52613260,$1495.42,-,-,"approved / NEXO Transfer from Nexo Pro Wallet to Savings Wallet",2026-02-05 23:32:49
NXT1XXTwfkz6z6jYFvFk84l0T,Transfer From Pro Wallet,USDT,17094.89494600,USDT,17094.89494670,$17063.37,-,-,"approved / USDT Transfer from Nexo Pro Wallet to Savings Wallet",2026-02-05 23:32:42
